Date,Open,High,Low,Close*,Adj Close**,Volume
"Dec 05, 2022","62,865.28","62,939.63","62,507.88","62,834.60","62,834.60","13,100"
"Dec 02, 2022","62,978.58","63,148.59","62,679.63","62,868.50","62,868.50","6,400"
"Dec 01, 2022","63,357.99","63,583.07","63,183.77","63,284.19","63,284.19","17,300"
"Nov 30, 2022","62,743.47","63,303.01","62,648.38","63,099.65","63,099.65","8,900"
"Nov 29, 2022","62,362.08","62,887.40","62,362.08","62,681.84","62,681.84","11,200"
"Nov 28, 2022","62,016.35","62,701.40","61,959.74","62,504.80","62,504.80","7,000"
"Nov 25, 2022","62,327.88","62,447.73","62,115.66","62,293.64","62,293.64","7,100"
"Nov 24, 2022","61,656.00","62,412.33","61,600.42","62,272.68","62,272.68","7,700"
"Nov 23, 2022","61,779.71","61,780.90","61,442.69","61,510.58","61,510.58","9,800"
"Nov 22, 2022","61,126.56","61,466.63","61,073.68","61,418.96","61,418.96","9,700"
"Nov 21, 2022","61,456.33","61,456.33","61,059.33","61,144.84","61,144.84","7,900"
"Nov 18, 2022","61,858.20","61,929.88","61,337.43","61,663.48","61,663.48","10,600"
"Nov 17, 2022","61,812.36","62,050.80","61,643.27","61,750.60","61,750.60","9,100"
"Nov 16, 2022","61,708.63","62,052.57","61,708.63","61,980.72","61,980.72","6,600"
"Nov 15, 2022","61,630.05","61,955.96","61,436.90","61,872.99","61,872.99","11,400"
"Nov 14, 2022","61,765.86","61,916.24","61,572.03","61,624.15","61,624.15","20,600"
"Nov 11, 2022","61,311.02","61,840.97","61,311.02","61,795.04","61,795.04","14,400"
"Nov 10, 2022","60,524.27","60,848.73","60,425.47","60,613.70","60,613.70","10,200"
"Nov 09, 2022","61,304.29","61,447.23","60,905.15","61,033.55","61,033.55","9,100"
"Nov 07, 2022","61,188.13","61,401.54","60,714.36","61,185.15","61,185.15","17,000"
"Nov 04, 2022","60,698.27","61,004.49","60,666.01","60,950.36","60,950.36","13,600"
"Nov 03, 2022","60,511.57","60,994.37","60,485.14","60,836.41","60,836.41","25,000"
"Nov 02, 2022","61,156.89","61,209.65","60,794.39","60,906.09","60,906.09","10,800"
"Nov 01, 2022","61,065.58","61,289.73","60,868.69","61,121.35","61,121.35","58,200"
"Oct 31, 2022","60,246.96","60,786.70","60,246.96","60,746.59","60,746.59","8,000"
"Oct 28, 2022","59,746.80","60,133.17","59,739.05","59,959.85","59,959.85","10,000"
"Oct 27, 2022","59,792.32","59,959.94","59,496.80","59,756.84","59,756.84","9,500"
"Oct 25, 2022","60,002.96","60,081.24","59,489.02","59,543.96","59,543.96","14,900"
"Oct 24, 2022","59,804.02","59,994.25","59,776.66","59,831.66","59,831.66","2,100"
"Oct 21, 2022","59,381.36","59,590.93","59,132.94","59,307.15","59,307.15","10,800"
"Oct 20, 2022","58,824.48","59,273.85","58,791.28","59,202.90","59,202.90","8,600"
"Oct 19, 2022","59,196.96","59,399.69","58,961.77","59,107.19","59,107.19","6,800"
"Oct 18, 2022","58,744.13","59,143.66","58,744.13","58,960.60","58,960.60","8,600"
"Oct 17, 2022","57,752.50","58,449.00","57,639.80","58,410.98","58,410.98","53,500"
"Oct 14, 2022","58,162.74","58,435.12","57,848.23","57,919.97","57,919.97","9,400"
"Oct 13, 2022","57,512.74","57,568.14","57,055.75","57,235.33","57,235.33","9,500"
"Oct 12, 2022","57,312.49","57,687.64","57,085.92","57,625.91","57,625.91","7,600"
"Oct 11, 2022","58,004.25","58,027.52","57,050.40","57,147.32","57,147.32","52,700"
"Oct 10, 2022","57,424.07","58,125.01","57,365.68","57,991.11","57,991.11","6,800"
"Oct 07, 2022","58,092.56","58,269.34","57,851.15","58,191.29","58,191.29","7,300"
"Oct 06, 2022","58,314.05","58,578.76","58,173.70","58,222.10","58,222.10","9,600"
"Oct 04, 2022","57,506.65","58,099.94","57,506.65","58,065.47","58,065.47","6,400"
"Oct 03, 2022","57,403.92","57,454.84","56,683.40","56,788.81","56,788.81","8,100"
"Sep 30, 2022","56,240.15","57,722.63","56,147.23","57,426.92","57,426.92","12,300"
"Sep 29, 2022","56,997.90","57,166.14","56,314.05","56,409.96","56,409.96","11,400"
"Sep 28, 2022","56,710.13","57,213.33","56,485.67","56,598.28","56,598.28","26,800"
"Sep 27, 2022","57,376.52","57,704.57","56,950.52","57,107.52","57,107.52","13,900"
"Sep 26, 2022","57,525.03","57,708.38","57,038.24","57,145.22","57,145.22","17,900"
"Sep 23, 2022","59,005.18","59,143.32","57,981.95","58,098.92","58,098.92","14,900"
"Sep 22, 2022","59,073.84","59,457.58","58,832.78","59,119.72","59,119.72","10,000"
"Sep 21, 2022","59,504.14","59,799.04","59,275.40","59,456.78","59,456.78","8,600"
"Sep 20, 2022","59,556.91","60,105.79","59,556.91","59,719.74","59,719.74","10,400"
"Sep 19, 2022","58,747.31","59,277.55","58,487.76","59,141.23","59,141.23","58,000"
"Sep 16, 2022","59,585.72","59,720.56","58,687.17","58,840.79","58,840.79","13,500"
"Sep 15, 2022","60,454.37","60,676.12","59,865.75","59,934.01","59,934.01","10,300"
"Sep 14, 2022","59,417.12","60,649.04","59,417.12","60,346.97","60,346.97","19,700"
"Sep 13, 2022","60,408.29","60,635.28","60,381.02","60,571.08","60,571.08","8,500"
"Sep 12, 2022","59,912.29","60,284.55","59,912.29","60,115.13","60,115.13","14,300"
"Sep 09, 2022","60,045.75","60,119.80","59,634.39","59,793.14","59,793.14","13,100"
"Sep 08, 2022","59,374.99","59,711.96","59,315.71","59,688.22","59,688.22","12,100"
"Sep 07, 2022","58,789.26","59,166.46","58,722.89","59,028.91","59,028.91","9,000"
"Sep 06, 2022","59,285.36","59,566.67","58,974.26","59,196.99","59,196.99","13,800"
"Sep 05, 2022","58,814.08","59,308.25","58,812.20","59,245.98","59,245.98","12,900"
"Sep 02, 2022","58,969.02","59,108.66","58,558.64","58,803.33","58,803.33","10,700"
"Sep 01, 2022","58,710.53","59,309.79","58,522.57","58,766.59","58,766.59","19,200"
"Aug 30, 2022","58,259.85","59,599.78","58,245.49","59,537.07","59,537.07","12,800"
"Aug 29, 2022","57,367.47","58,208.30","57,367.47","57,972.62","57,972.62","14,500"
"Aug 26, 2022","59,050.67","59,321.65","58,722.69","58,833.87","58,833.87","9,000"
"Aug 25, 2022","59,315.98","59,484.35","58,666.41","58,774.72","58,774.72","9,700"
"Aug 24, 2022","58,853.32","59,170.87","58,760.09","59,085.43","59,085.43","11,800"
"Aug 23, 2022","58,205.97","59,199.11","58,172.48","59,031.30","59,031.30","13,000"
"Aug 22, 2022","59,361.08","59,402.50","58,705.11","58,773.87","58,773.87","10,600"
"Aug 19, 2022","60,351.23","60,411.20","59,474.57","59,646.15","59,646.15","11,700"
"Aug 18, 2022","60,080.19","60,341.41","59,946.44","60,298.00","60,298.00","10,900"
"Aug 17, 2022","59,938.05","60,323.25","59,857.80","60,260.13","60,260.13","9,700"
"Aug 16, 2022","59,675.12","59,923.03","59,673.96","59,842.21","59,842.21",-
"Aug 12, 2022","59,235.98","59,538.08","59,113.01","59,462.78","59,462.78","14,200"
"Aug 11, 2022","59,320.45","59,484.99","59,251.14","59,332.60","59,332.60","10,700"
"Aug 10, 2022","58,977.34","58,984.32","58,583.36","58,817.29","58,817.29","9,800"
"Aug 08, 2022","58,417.71","58,934.90","58,266.65","58,853.07","58,853.07","9,800"
"Aug 05, 2022","58,421.04","58,649.19","58,244.86","58,387.93","58,387.93","9,300"
"Aug 04, 2022","58,571.28","58,712.66","57,577.05","58,298.80","58,298.80","8,900"
"Aug 03, 2022","58,174.11","58,415.63","57,788.78","58,350.53","58,350.53","7,200"
"Aug 02, 2022","58,049.02","58,328.41","57,744.70","58,136.36","58,136.36","15,500"
"Aug 01, 2022","57,823.10","58,170.67","57,540.36","58,115.50","58,115.50","72,600"
"Jul 29, 2022","57,258.13","57,619.27","57,104.81","57,570.25","57,570.25","16,800"
"Jul 28, 2022","56,267.55","56,914.22","56,236.45","56,857.79","56,857.79","13,900"
"Jul 27, 2022","55,258.29","55,853.09","55,157.99","55,816.32","55,816.32","3,800"
"Jul 26, 2022","55,834.38","55,834.38","55,203.43","55,268.49","55,268.49","4,900"
"Jul 25, 2022","55,877.50","56,018.09","55,537.08","55,766.22","55,766.22","6,100"
"Jul 22, 2022","55,800.84","56,186.05","55,685.45","56,072.23","56,072.23","6,500"
"Jul 21, 2022","55,391.93","55,738.49","55,270.75","55,681.95","55,681.95","6,700"
"Jul 20, 2022","55,486.12","55,630.26","55,298.23","55,397.53","55,397.53","6,800"
"Jul 19, 2022","54,251.88","54,817.52","54,232.82","54,767.62","54,767.62","6,900"
"Jul 18, 2022","54,069.30","54,556.66","54,034.97","54,521.15","54,521.15","63,800"
"Jul 15, 2022","53,637.88","53,811.37","53,361.62","53,760.78","53,760.78","5,600"
"Jul 14, 2022","53,688.62","53,861.28","53,163.77","53,416.15","53,416.15","4,700"
"Jul 13, 2022","54,210.10","54,211.22","53,455.26","53,514.15","53,514.15","5,700"
"Jul 12, 2022","54,219.78","54,236.49","53,824.97","53,886.61","53,886.61","6,300"
"Jul 11, 2022","54,248.60","54,527.90","54,090.53","54,395.23","54,395.23","6,100"
"Jul 08, 2022","54,574.43","54,627.14","54,278.77","54,481.84","54,481.84","7,500"
"Jul 07, 2022","54,146.68","54,254.79","53,927.26","54,178.46","54,178.46","7,500"
"Jul 06, 2022","53,170.70","53,819.31","53,143.28","53,750.97","53,750.97","14,800"
"Jul 05, 2022","53,501.21","53,865.93","53,054.30","53,134.35","53,134.35","6,800"
"Jul 04, 2022","52,851.67","53,301.99","52,674.81","53,234.77","53,234.77","7,000"
"Jul 01, 2022","52,863.34","53,053.04","52,094.25","52,907.93","52,907.93","7,200"
"Jun 30, 2022","52,897.16","53,377.54","52,883.25","53,018.94","53,018.94","5,600"
"Jun 29, 2022","52,623.15","53,244.84","52,612.68","53,026.97","53,026.97","5,200"
"Jun 28, 2022","52,846.26","53,301.40","52,771.53","53,177.45","53,177.45","5,500"
"Jun 27, 2022","53,468.89","53,509.50","53,120.79","53,161.28","53,161.28","5,300"
"Jun 24, 2022","52,654.24","52,909.87","52,447.25","52,727.98","52,727.98","5,000"
"Jun 23, 2022","51,972.75","52,516.79","51,632.85","52,265.72","52,265.72","5,600"
"Jun 22, 2022","52,186.36","52,272.85","51,739.98","51,822.53","51,822.53","5,800"
"Jun 21, 2022","51,897.60","52,799.40","51,808.76","52,532.07","52,532.07","5,100"
"Jun 20, 2022","51,470.03","51,714.61","51,062.93","51,597.84","51,597.84","7,000"
"Jun 17, 2022","51,181.99","51,652.83","50,921.22","51,360.42","51,360.42","8,300"
"Jun 16, 2022","53,018.91","53,142.50","51,425.48","51,495.79","51,495.79","9,200"
"Jun 15, 2022","52,650.41","52,867.73","52,493.36","52,541.39","52,541.39","5,900"
"Jun 14, 2022","52,495.94","53,095.32","52,459.48","52,693.57","52,693.57","6,900"
"Jun 13, 2022","53,184.61","53,207.54","52,527.08","52,846.70","52,846.70","7,500"
"Jun 10, 2022","54,760.25","54,780.78","54,205.99","54,303.44","54,303.44","4,800"
"Jun 09, 2022","54,514.17","55,366.84","54,507.41","55,320.28","55,320.28","6,000"
"Jun 08, 2022","55,345.51","55,423.97","54,683.30","54,892.49","54,892.49","6,000"
"Jun 07, 2022","55,373.18","55,387.77","54,882.41","55,107.34","55,107.34","3,600"
"Jun 06, 2022","55,610.64","55,832.28","55,295.74","55,675.32","55,675.32","4,300"
"Jun 03, 2022","56,245.60","56,432.65","55,719.36","55,769.23","55,769.23","5,900"
"Jun 02, 2022","55,382.44","55,891.92","55,135.11","55,818.11","55,818.11","5,900"
"Jun 01, 2022","55,588.27","55,791.49","55,091.43","55,381.17","55,381.17","7,300"
"May 31, 2022","55,622.01","55,925.62","55,369.14","55,566.41","55,566.41","8,300"
"May 30, 2022","55,507.75","56,082.65","55,466.30","55,925.74","55,925.74","5,900"
"May 27, 2022","54,671.50","54,936.63","54,449.34","54,884.66","54,884.66","7,000"
"May 26, 2022","53,950.84","54,346.22","53,425.25","54,252.53","54,252.53","7,500"
"May 25, 2022","54,254.07","54,379.59","53,683.16","53,749.26","53,749.26","6,200"
"May 24, 2022","54,307.56","54,524.37","53,886.28","54,052.61","54,052.61","5,600"
"May 23, 2022","54,459.95","54,931.30","54,191.55","54,288.61","54,288.61","7,100"
"May 20, 2022","53,513.97","54,396.43","53,403.29","54,326.39","54,326.39","7,600"
"May 19, 2022","53,070.30","53,356.04","52,669.51","52,792.23","52,792.23","9,100"
"May 18, 2022","54,554.89","54,786.00","54,130.89","54,208.53","54,208.53","5,800"
"May 17, 2022","53,285.19","54,399.42","53,176.02","54,318.47","54,318.47","7,400"
"May 16, 2022","52,946.32","53,428.28","52,632.48","52,973.84","52,973.84","4,800"
"May 13, 2022","53,565.74","53,785.71","52,654.89","52,793.62","52,793.62","9,300"
"May 12, 2022","53,608.35","53,632.55","52,702.30","52,930.31","52,930.31","6,900"
"May 11, 2022","54,544.91","54,598.55","53,519.30","54,088.39","54,088.39","7,200"
"May 10, 2022","54,309.31","54,857.02","54,226.33","54,364.85","54,364.85","8,000"
"May 09, 2022","54,188.21","54,795.47","53,918.02","54,470.67","54,470.67","9,300"
"May 06, 2022","54,928.29","55,070.12","54,586.75","54,835.58","54,835.58","8,000"
"May 05, 2022","56,255.07","56,566.80","55,613.82","55,702.23","55,702.23","8,200"
"May 04, 2022","57,124.91","57,184.21","55,501.60","55,669.03","55,669.03","50,700"
"May 02, 2022","56,429.45","57,054.23","56,412.62","56,975.99","56,975.99","7,900"
"Apr 29, 2022","57,817.51","57,975.48","56,902.30","57,060.87","57,060.87","9,500"
"Apr 28, 2022","57,296.31","57,790.85","56,936.94","57,521.06","57,521.06",100
"Apr 27, 2022","56,983.68","57,079.03","56,584.04","56,819.39","56,819.39","6,600"
"Apr 26, 2022","57,066.24","57,442.24","56,904.51","57,356.61","57,356.61","7,300"
"Apr 25, 2022","56,757.64","56,875.65","56,356.87","56,579.89","56,579.89","7,000"
"Apr 22, 2022","57,531.95","57,689.86","57,134.72","57,197.15","57,197.15","7,600"
"Apr 21, 2022","57,458.60","57,991.53","57,311.86","57,911.68","57,911.68","8,000"
"Apr 20, 2022","56,741.43","57,216.51","56,521.33","57,037.50","57,037.50","7,600"
"Apr 19, 2022","57,381.77","57,464.08","56,009.07","56,463.15","56,463.15","13,500"
"Apr 18, 2022","57,338.58","57,420.80","56,842.39","57,166.74","57,166.74","13,500"
"Apr 13, 2022","58,910.74","59,003.82","58,291.23","58,338.93","58,338.93","6,600"
"Apr 12, 2022","58,743.50","58,794.78","58,298.57","58,576.37","58,576.37","7,500"
"Apr 11, 2022","59,333.18","59,355.76","58,894.40","58,964.57","58,964.57","9,000"
"Apr 08, 2022","59,256.97","59,654.44","58,876.36","59,447.18","59,447.18","8,400"
"Apr 07, 2022","59,402.61","59,504.92","58,977.35","59,034.95","59,034.95","8,300"
"Apr 06, 2022","59,815.71","59,941.57","59,509.84","59,610.41","59,610.41","10,600"
"Apr 05, 2022","60,786.07","60,786.07","60,067.18","60,176.50","60,176.50","6,800"
"Apr 04, 2022","59,764.13","60,845.10","59,760.22","60,611.74","60,611.74","12,600"
"Apr 01, 2022","58,530.73","59,396.62","58,450.04","59,276.69","59,276.69","6,400"
"Mar 31, 2022","58,779.71","58,890.92","58,485.79","58,568.51","58,568.51","4,400"
"Mar 30, 2022","58,362.85","58,727.78","58,176.00","58,683.99","58,683.99","6,300"
"Mar 29, 2022","57,814.76","58,001.53","57,639.35","57,943.65","57,943.65","12,100"
"Mar 28, 2022","57,472.72","57,638.34","56,825.09","57,593.49","57,593.49","6,300"
"Mar 25, 2022","57,801.72","57,845.37","57,100.24","57,362.20","57,362.20","6,900"
"Mar 24, 2022","57,190.05","57,827.99","57,138.51","57,595.68","57,595.68","51,400"
"Mar 23, 2022","58,198.64","58,416.56","57,568.59","57,684.82","57,684.82","9,100"
"Mar 22, 2022","57,297.57","58,052.87","56,930.30","57,989.30","57,989.30","7,800"
"Mar 21, 2022","58,030.41","58,127.95","57,229.08","57,292.49","57,292.49","6,400"
"Mar 17, 2022","57,620.28","58,095.84","57,518.06","57,863.93","57,863.93","7,200"
"Mar 16, 2022","56,555.33","56,860.89","56,389.26","56,816.65","56,816.65","6,900"
"Mar 15, 2022","56,663.87","56,720.60","55,418.95","55,776.85","55,776.85","8,100"
"Mar 14, 2022","55,614.40","56,545.83","55,556.47","56,486.02","56,486.02","9,100"
"Mar 11, 2022","55,218.78","55,833.95","55,049.95","55,550.30","55,550.30","9,700"
"Mar 10, 2022","56,242.47","56,242.47","54,982.82","55,464.39","55,464.39","9,800"
"Mar 09, 2022","53,793.99","54,893.73","53,367.52","54,647.33","54,647.33","14,100"
"Mar 08, 2022","52,430.06","53,484.26","52,260.82","53,424.09","53,424.09","16,300"
"Mar 07, 2022","53,172.51","53,203.87","52,367.10","52,842.75","52,842.75","17,100"
"Mar 04, 2022","54,653.59","55,013.27","53,887.72","54,333.81","54,333.81","11,000"
"Mar 03, 2022","55,921.44","55,996.62","54,931.48","55,102.68","55,102.68","9,900"
"Mar 02, 2022","55,629.30","55,755.09","55,020.10","55,468.90","55,468.90","12,400"
"Feb 28, 2022","55,329.46","56,324.54","54,833.50","56,247.28","56,247.28","7,700"
"Feb 25, 2022","55,321.72","56,183.70","55,299.28","55,858.52","55,858.52","9,900"
"Feb 24, 2022","55,418.45","55,996.09","54,383.20","54,529.91","54,529.91","15,600"
"Feb 23, 2022","57,632.94","57,733.37","57,109.24","57,232.06","57,232.06","6,200"
"Feb 22, 2022","56,438.64","57,505.85","56,394.85","57,300.68","57,300.68","14,100"
"Feb 21, 2022","57,551.65","58,141.96","57,167.02","57,683.59","57,683.59","6,600"
"Feb 18, 2022","57,488.39","58,175.35","57,488.39","57,832.97","57,832.97","9,800"
"Feb 17, 2022","58,217.69","58,346.00","57,635.43","57,892.01","57,892.01","6,400"
"Feb 16, 2022","58,310.68","58,569.22","57,780.28","57,996.68","57,996.68","7,300"
"Feb 15, 2022","56,731.56","58,211.38","56,438.47","58,142.05","58,142.05","10,000"
"Feb 14, 2022","56,720.32","57,191.91","56,295.70","56,405.84","56,405.84","8,300"
"Feb 11, 2022","58,447.15","58,447.15","57,914.10","58,152.92","58,152.92","5,700"
"Feb 10, 2022","58,810.53","59,060.24","58,332.28","58,926.03","58,926.03","6,700"
"Feb 09, 2022","58,163.01","58,507.61","58,105.18","58,465.97","58,465.97","5,900"
"Feb 08, 2022","57,799.67","57,925.82","57,058.77","57,808.58","57,808.58","8,900"
